Course	Room	Teacher	Time	Students
001894	TAYB	0123161	2	0904516 0911936 0986094 0989590 1004733 1056980 
005243	GOCOM	3094620	2	0904516 1039679 1064752 1076783 
004278	PK264	0017611	2	0904680 0966268 1003644 1005548 1076299 1086867 1117320 
004280	PK128	0031577	2	0904680 
004282	PK200	1165566	2	0904680 0912439 0966268 1056096 
010960	DAL318	3092941	2	0904918 0910403 0912699 0945034 0952211 0959919 0965861 0965925 0980544 0990668 1015275 1079444 
001151	TH110	0309967	2	0905682 0984724 1041559 1057261 1076877 1078198 1087116 1087782 1092116 1092999 1096470 1101350 1103391 1105842 1117264 1128560 1129814 1140609 1143717 1160614 1161482 1163326 1163860 1166163 1169962 1170703 1170709 1170820 1172355 3071015 3072293 3082830 3086536 3086747 3087347 3089276 3089611 3089636 3090537 3091295 3092599 3093174 3093221 3094033 3094719 3095387 3096149 3097158 3097347 3098754 3098796 3099448 3099467 3099468 3099704 3099729 3099822 3100824 
008765	PK338	0428728	2	0906085 0908998 0918775 0999826 1007348 1020150 1025623 1059572 1065271 1066982 1067460 1079268 1087490 1087938 1088365 1093044 1100536 1100537 1101336 1102354 1122784 1129708 1141167 1160614 1167438 1169382 3071313 3072063 3073692 3075829 3076190 3076456 3076576 3077336 3077623 3081669 3087449 3088812 3092972 3094908 3095588 3095630 3095928 3096149 3096592 3097903 3098883 3099165 3099590 3100824 3100989 3103445 3105820 3107993 
011063	RCCON	3195964	2	0906447 0915740 0982172 0999712 1010750 1056203 1059677 1101031 1171461 3081061 3085810 3106074 
001839	TAYC	3202080	2	0906896 1003644 1004225 1006438 1017832 1020150 1035148 1041559 1049299 1067460 1079771 1082150 3112067 
001890	PK11	3208554	2	0906896 0915885 0989520 1084909 
011075	PK232	1063828	2	0906896 0909091 0960068 0966077 0989520 1066309 1066778 1079771 1082150 
002469	EHIII	0531931	2	0907150 0985094 0991672 0998351 1034578 1058058 1065945 1083430 
001758	CAN314	0254474	2	0907217 0918195 0967411 0998885 3074936 
003511	DAL100A	0031477	2	0908461 0965925 0990668 0993506 0993566 1005720 1039943 1056012 1056217 1065196 1085061 
009270	GIL101	1084371	2	0908998 0915622 0954831 0986807 1056320 1058048 1077815 1079756 1095349 1101031 1105086 3069337 3073169 3089824 3090537 
004274	TAYF	3092832	2	0909216 0967532 1056688 1067382 1088690 1092999 1098210 1102530 1104151 1117264 1117320 1140609 1162293 1163855 1165573 1169968 1170567 3069991 3071136 3072063 3072293 3074551 3078465 3087983 3089341 3092236 3094287 3102974 3103177 
005248	DAL112	3090017	2	0909216 0971073 0991229 1058058 1084462 1084909 1172030 
003447	TAYG	0031359	2	0909240 0910403 0956475 0988271 1015256 1018174 1019212 1020370 1029566 1030693 1058180 1065196 1068549 1079444 1081249 1085061 1100338 1116377 1131189 1149344 1169341 1170470 1170703 3069038 3072867 3080937 3083787 3088352 3095050 3095630 3105854 
006029	PK25	0409737	2	0909942 0987347 1017444 1029787 1030369 1040874 1055348 1059469 1059572 1065142 1068371 1076776 1078819 1079363 1079366 1079771 1080653 1081249 1084187 1088365 1088558 1089147 1090933 1092999 1096470 1099059 1100129 1100536 1104216 1104498 1117320 1119989 1129708 1131189 1134358 1139392 1141220 1143290 1150699 1150965 1157047 1158007 1159063 1160885 1167996 3064940 3068712 3069264 3070406 3072208 3072477 3072484 3072594 3073666 3074570 3075188 3075745 3076211 3077472 3077762 3078073 3079376 3080595 3082682 3085083 3085649 
007375	PK336	0031631	2	0909942 0919158 0960037 0963413 1002364 1002606 1003128 1015275 1041140 1042335 1056600 1066335 1067502 1077413 1079085 1083080 1086447 1095717 1095814 1100537 1104498 1129708 3072910 3074167 3086238 
004807	PK328	3092667	2	0910403 0920251 0989401 1049299 1064385 1066683 1141729 1157688 1170033 3087407 3088988 3089276 3097462 3100678 3105802 
